label,text
4, really oh lols yeahh he is d you watch him when he was on good news week 
4,yay for parents coming to visit me in london they pay for everything i couldn t afford 
0, exactly what it says darlin 
0,is wonderin why on earth facebook wont let me put my pics on gettin really fed up of tryin now 
4,booked a commercial pretty stokedd writing a research paper im almost done with my english course wahooooo 
4,is anyone watching conan he s doing a thing on the twitter tracker 
0,had a nightmare couldn t sleep crabby and tired forgot my glasses and it s cold and rainy where s my degrees 
0,viadigg pogo stick fail gif he tried to do a backflip 
4, tell people to add mmeee please paris
4,its here hmm wat to do not sleep for shure 
0,watching fox news amazed at the twisting stories msnbc cnn the nytimes and the times a conservative paper all told it differently 
0,oh em gee minutes to walnut creek at caldecott tunnel 
0, bad shoes i really want to do the k but right now it s not looking so good 
4,thank god 
0, missed it by a day my flight home got delayed 
4,great night last night i loves me some barn parties 
4,clean house 
0, sry to hear that man dcwsop
0,is tired of email signatures 
0,i wish i knew how to dance 
0, you re not cool ok is very bad cause you don t reply me i m just kidding 
4, not bad optician told me left eye got better but right eye got worse s lol then met up wi friends wbu 
4, dark night of the soul still not totally awake 
0, hey i couldnt find ur blog from fri wamp wamp
0,sitting on an open house today very hot in kansas city no traffic at my open house where is everyone i ll wait a while longer 
0, yeah pity they went all huge and if you re not paying attention they sell out the whole tour 
0,my neighbors next door are now fighting with the ones across the street i just love my neighborhood 
4, think yesterday it was more volume and those dancing disco tunes in my head 
0, well yeah lol i still need a regular cell phone lol
4, lol i ve been meaning to try to find you but i think i could id your cat more easily than you 
4, happy birthday have a nice day 
4, sayreville tonight 
0,is getting a root canal wednesday 
0, i still cant convert tried the link you sent i think i need to visit the mac store and meet with a specialist this pt
4, thanks 
0, so i m not sure how long the bbq is gonna last but now it looks like i m working till hope i ll be able to make it
4, you re welcome any time you need to be just a little crazy though 
4,hahah i love waking up at am for no reason at all too new phone today watchin ben button wit mama 
4,i had the best day ever i missed him more tomorrow too 
0, it s complete bs it was a lottery you were lucky and if you happen to be lucky again then you should have any problems 
4, more days and about i guess till the jonas brothers concert comes 
4,twygs thanks for making my friday better 
4, lol don t trip we gone have a ball of fun on yo bday nuffin but alcohol for u n alcohol n shones for me 
4, i know sniff sniff and now he s trying to rush me out of the house we re going to my nephew s th birthday party soon 
0,poor carl edwards 
0,up early my tummy aches no run for me wish i had someone to rub my belly
0, verdict on the update love the post width increase but can t update because of sidebar sold ads width is bigger 
4,dark weather but not raining nice song nice day 
4, hell yeah i love coral 
4, to you too i m gonna play some of your beijing motel band at my party what song should i play darling 
4,man this is some good wine 
0, none so far but either way it s not helping me feel safe at night 
0,if i could do something 
0, i have a really bad cold 
4,fireworks about to go off n dodgers won 
0,would like if my car ran 
0, ugh partner got one but i couldn t so sad i love the iphone
0,booooo cold weather 
0,ok waaaay too much chocolate jms and i are now sick 
4,getting ready then going to work at the homeshow in nashville 
0,jus wishing no more unexpected issues before deadline 
4,so wrote a lot of tweets now i think im gonna watch the videos of yesterday hoedown throwdown 
4,loved rent the olympia tonite seasons of looooove singing all the way to bed a little guilty for giving in to more ice cream love 
4, bon appetit 
0, dude i want it i need a new phone mine is fucked up it won t charge i have a blender on it now so it s charging haha
4, i think its illiegal but you know lol 
0, dude no fucking joke two more just started following me imma cry its gross lol
4, aw you have the same birthday as my best friend lol sorry i just had to say that follow me 
4,planning vaca this month for greece finally got approval from cd just have to book everything and finalise who s coming whoopeee
4,sitting next to gab the tower bloxxx freaaaaaaaak 
0,summer oh summer what have you done to me i m reading at midnight 
0,doesn t find friends twitter isn t for me
4,leaving to catch my flight in a little bit london here i come 
4,is this how the madness starts hk schoolgirls get schooled on lv museum exhibit really 
4, is like a ninja the new in bed not keeping track of the latest meme 
0, big jern can you just come back to texas 
0, the only thing is since you actually typed the p word you will probably attract even more now 
0,feels cold and lonely 
4,goodnight twitter family bout to take it down for the night got a loooonnnnggg day tomorrow talk to you fine folks later 
4, holy crapp holy crapp holy crapp dark crystal sequal d
4,dad just let me have two raspberries haha thanks 
4,watched old star wars all day now i m bored 
0,i would like a milkshake but i can t drive to go get one this is when not being single would come in handy 
0,got my old phone honked up boo now its running out of battery 
0,trying to understand twitter i dont get it whats the point i miss facebook status updates too many changes 
0, apparently 
0,wishing i had a pair of sweet clogs 
0,nice touch at t customers dial on your g iphone to see if you are eligible for the gs upgrade via i m not 
0,safe to say i m entering week of the migraine that won t go away none of my meds are working think its time to see a dr 
0,paris hiltons bff show is lame everyones gross but the gay boy kinda reminds me of josh i miss him so freakn much i miss so many people
4, the green apple riesling is very good but the blueberry pinot is the best one you ve made so far 
4,lets all make a trending topic so put andyclemmensen as may times as possible in every twitter and i will u eva xoxo
4, i suppose satisfying would have been a better word but fun is related to fonn which is celtic for pleasure 
4, ahhh that s just harsh pollen is a bastard and a half least you ve got your drugs now 
0, well the doctor thinks so the worst part is not drinking 
0, its not fair making us wait for the result bb
0,i hate waking up for school 
4,new things 
0,think gastric is coming back again sigh i need someone to cook for me i seriously cannot cook and is super lazy 
4, ruri that is the most adorable site ever especially heart the haro quest and so well designed love you 
0, that sucks 
0,unpacked my husbands bag just to do something nice him n its funny what boys call clean i just created a whole nutha load of washing 
4, get followers a day using once you add everyone you are on the train or pay vip 
0,just got up and i feel like crap so much for a fun day at lagoon
0, yyyyyyeeeesss i ve missed you a lot hahah glad to read your tweets again 
4, haha awh sure at least he has a pretty awesome name lol
4,i m ready to begin another busy day i ll be stopping by blogs either this evening or tomorrow ik wens jullie allemaal een leuke dag 
0, awwww that sucks did you love toronto i was going to come down to see you but my mom wouldnt let me 
4, what is it 
0, weeks until holidays start can t wait to see my friends again i ve been missing them i should think about having a small party 
0,looking at infinitest after mentioned it this week it s a pity its locked to junit 
4, sending love and hugs and prayers your way sweetheart 
4, what do you think i wrote a post on my blog about her 
4, nothing just started working day lol how was ur day 
0, i just wanted to be maid of honor if you went and eloped after i planned the bachelorette party i will be sad 
0,why oh why does never respond to me some people get numerous wossy tweets but me nada so sad 
4, me too even though i m not big on love anymore definitely maybe is my favorite one oh and love actually 
4, thanks for the ff love how re you doing these days 
4, that s the standard tworse code for a monday after lot s of fun on weekends thanks god there s coffee 
4,iced coffee grapes apple 
4,asylm jared is awesome and soo so so cute 
4,opening my mouth wide fill it lord 
0,just joined twitter and no one i know is on it 
4,ok break time nsic anyone 
4, ah gotcha that makes so much more sense than anything i was coming up with haha thanks for the clarification squarespace
0,watching some drake josh sick 
4,who starts a briefing at a m people on the east coast that s who 
0, i feel like i m in the same boat except re jobs i ve applied everywhere under the sun but when i call they have no answers
4,mondays are a pain sweat pants to school today lol 
4, hey that s me cool 
0,just updated my iphone software to boring nothing to be excited about 
4, ps please update us on everything you gents are up to 
4,waiting for the clock to turn 
0,ugh i left my camera at home 
4,i m so happy about meeting a friend in an hour 
4, i love early morning runs i live near the coast nothing better than a am run watching the sun rise awesome 
0,public affairs makes me sad 
4, lol no it s a general statement but it is true 
0,worked my way through a big bag of crisps 
0,is extremely cranky today 
4, thanks 
4,yoga is the shit hit me for new 
4,followfriday is a great writer whose tweets are just as fabulous as she her books are 
0, ya that s understood i was on wordpress com too great site for personal but not to monetise in any way 
4,mahopac bound all weekend mo fo s fndc tonight tom maybe cunningham s degree s tom woo hoo who s commin with 
0, yes but the serie will be available that in september in france on disney channel 
4, thought you d work it out in the end
4, if anyone gets all pissy block them you can t remember everyone and it s not the end of the world but thanks for inc me 
0,is up and at em but wondering where is 
0, yet another thing i can t do b c of my new job really was hoping to go 
4,cant believe my baby sister is going to be celebrating years of marriage congrats jay 
0,back home watchin a movie and i just threw up a little in my mouth in braselton ga 
0, i live minutes from dural but i m wracked with man flu atm and couldn t possibly lift my head off this pillow 
4,nomaintenance i find it amusing that in iran they have blocked websites n shut off cell service but forgot to block twitter 
0,good god my foot hurts 
0, i missed them i am about to go back and look 
0, oh noes sending every good vibe i have your way warmest of hugs 
0, another week without u italy notube have fun lucky devil 
4, cool u know where i m at when u need to find me aawwww shit like tues tomorrow tues lol
0,i m always sleeping i love sleeping my bed s just not the same without matt though it actually isn t 
4,my goshhh a new follower hi there i won t rape you i lie 
0,spinning done now off to work for the next hours 
0,really wants to be at home right now watchin the e coverage on g i m missing so much 
4, you re welcome no worries i have a busy week ahead of me too double grrrr 
4, hello lee thanks for welcoming my girl 
4, lol pick a song then preferably mcfly 
4, you can upload dailybooth pictures from your camera 
0,i have the gangsterest tooth ache on the planet heeeeeelp 
0, yup likely to be shite but we ll see 
0, wooow that sucks ozi gg 
4,so far only one follower c mon i want an extra by midnite ill do a dare if i get the extra lol go on u know u want to 
0,is leaving tomorrow keithe urban and sugarland on wed 
4,going to get some thing to eat 
0, hey lindsay i can t come today they called and i have to go into work earlier 
4,it thought glee was great bd watch it i m bored 
0,its official guys i m a bad person sad face xoxo 
4, men easily entertained being a wife not glamorous but pretty satisfying 
4, mike tually you re my heeeero 
0, how are you i haven t seen you in forever 
0,something popped into my head coz i was thinking about school i ve thought about the others who aren t able to go back to school 
4,yeah go lakers finish nuggets 
4, very graphical shot i like that a lot 
0,just arrived from camp no pics yet 
0, omg ur soo lucky werd u get that im just sitting in the vip boxes any spare tickets lol wat do u mean by in mer 
0,michelle kicked my butt in bowling i did really bad 
4, will do though it s not my turn to drive yet 
0,my mother asked me what teabagging was 
0,done with school school got finals next week tho and start football for the whole summer
4, aww can you tell her to follow me 
4, i had the countdown for sims starting like a year ago haha
4, woo hoo that s good to hear it s always better to wake up in a good mood have a great day 
0, i wish he would talk to me and have a real conversation 
0, done dusted gig was yesterday pm no gig for weeks now 
4,has finals today then off to graduation 
4, totally agree maybe we ll be lucky to have he and gsp fight someday 
4, thank you papa jeff for the update 
0,up gotta get ready to go to this stupid schoool 
4,wants all his biatches reading this to get their asses to tribe pronto 
4, but i love you more then i love food im hungry ugh i know i passed out in the car i wanted something to eat 
0,im so guted that danny s left butt it had to be someone 
0,i thought i had like maltesers left in the packet i only had 
0,hey guys just figured out i m going to london instead of germany sorry 
0, i am sooooo sad to hear about you and pete if you cant make it no one can hope you are ok big fan x
4,ahhhh so wiped out kiddos are exhausting glad i can give them back 
0, ogod i brokedown too my rubbish technique is looking at it memorising nt vry useful but i m working on it wheres joti gne 
4,exams time feels kinda weird being in the other side 
0,leisurely getting ready go the airport my hubby isn t going with me my reunion he knows just as many people as i do maybe more
0,remember the sick episode from the young ones the one where there was nothing left to wipe their noses on well that s our house 
4, hallo what time is it where you are 
4, wow thanks adi you re such a sweetie im going to remember that for sure 
4, i think i m alright with an oversize coconut tree leaf 
4,my friends are all home safe i m home safe away from the crazy world in my own little castle i think i ll go watch tv with my wife 
4, yeah that s another reason i want to start using stumpwm 
4,is going to the hospital to see my new little cousin 
0,watched control last night waagh how sad take things too seriously 
0,my head hurts and i think its from the heat its gonna be a long summer i m ready for winter already 
0, nah not even u never hit me up nd i hit pple back up when i can so im sorry don t get mad me 
4, check it out they ve got your business card 
4, i can t waight till the new albam is out you guys saved my life you rock
0,missed my train its so early 
4,swung by the nursing care facility to see my nearly year old grandmother she looks and sounds great much better than she has been 
4, i know the feeling i feel that way about sf ive seen it so many times its now all about the people and food lol 
0, i know i so wanna be there to support them 
4,hanging with my brother in law and his family really down to earth people into running and they cleaned out their garden on the way 
0, barely been used 
4,so sorry thought i was following you i am now 
0,actually l think i look ugly on tv 
4, thx for followfriday reco already love the st tweets in the wee small hours of the am 
0, me too i really wanted to sleep late 
4,i think i ll migrate from wordpress to a custom built static styled blog cms 
0, wish i was there 
0,not to bad of a job except for the fungus ok 
4, sends you a beer and a big hug 
0, your bubble tweet video message is awesome i don t have a videocam to record it 
0, don t have a camcorder i think she s finally fished trying park it i d let her off if it was btw cars but theres loadsa space
4,good morning twitter hope u all had a great weekend and are ready for the new week 
0,feeling about better today able to take a short walk without screaming have hope for a quick recovery by the weekend no century 
4, cool if it involved oreo i m sure it was bliss 
4,i found my ipod i m so happy right now 
4, nite lol here in the netherlands its so here its noon 
0,home kinda sick ish miss my girlfriend 
0,wrestlingincvideo the botched spot that led to mr kennedy wwe firing poor randy 
4,happppy bday to me baby was first to say it first of course and i told u i knew and what plans yayyy me im 
0,lots of thunder and rain here and now the shuttle is delayed again i m going to bed 
4,nissan versa instead the dealer was a former pro football player hillary butler he had a super bowl ring 
0,home workk i hate that so follow me on twitter 
0, most eligible bachelors in dallas until nash had to go find himself a girl to wife up 
4,home for the weekend mmmm good food and more cake gotta love more cake how was the drive 
0,what the red arrows were at sliverstone no i love the red arrows 
0,i have just lost my anthrax tix sad face now i ve got to do lots of difficult telephone stuff with ticketmaster call centres sad face
0,i think i just saw a guido i fear for my dear rave scene 
0,mommy is school closed today 
0,i would be a rich rich man if i got paid overtime 
0,normally love countryfile but that band were truly depressing 
0,awww i m gonna miss tomato so much when he leaves 
0,started her day with a sore back a stiff neck and no hot water for her shower awesome 
0, nooo i m at the beach sorrry 
0,havn t updated blog frm past couple of weeks havng a gala time in b lore will b returng uk tis sunday 
4,blah blah blah i think i might look over my viscom sheat soon 
4, becaaause i should maybe have not said anything lol x although i am glad you can see it now 
0,just got emotional watching james blunt s carry you home 
0, i use a program and loop random shit together until i come up with something that sounds good i wanna lear piano though 
0,i totally just thought i should go out somewhere tonight but then i realized i have no one to do so with emo
4, oh yeah that really sounds good 
0, i m missing joshua and the sun 
4,is excited to be going to rome milan and venice 
0,wish i was back at slam dunk fest 
4,texting on aim i got a google desktop twitter widget yay 
0,had a great night up experiencing minor hiccup in great plans and not enjoying it 
0,and why does squarespace not want to give us our iphones 
0,pissed at nova melbourne maybe should deflect back to jjj 
4,is listening to a god awful cbeebies programme only because lenry henry is doing his amazing dudley accent 
4,whew that s a wrap on my way to check out for a little bit then to a friends for a b day party can t wait for the cupcakes 
4, haha ok i ll dig up all the junk note syncing with a mac is well not easy if you don t want it now i ll understand 
0,awww it s the last day of spring break 
0,the training was all going so well 
4,das is super via twitter rockt
4, anyway as i said if i can arrive at this point i m sure you ll be able to let go a bit also at some point 
4, i hope i helped in some way every word is true don t listen to anyone who puts you in doubt
0,oooow throat ulcers never felt pain like it i d rather get covered in more ink
0, i m actually more aaw than blood over it atm masuka aaaw 
0,i got a problem though it s flooded outside school i feel i m gonna be stranded bummer 
4, delighted to have been of assistance even if it was inadvertently 
4,its friday yay 
0,on my way to funeral services 
0, i know and i need to sleep blah blah blah
4, haha i was thinking of long and blonde 
0,i can t find my camera 
4,please just click on the link i will get money for each click dankesch n thanks
4,early very early cycling tomorrow morning due to visits and the expected sunny weather hope i have an easy night with the on call shift 
4,hey everyone whats up having a great day i feeling pretty blessed today 
4, thanks 
0,uhh it s to darn early go the morning to be waking up i just want to sleep 
0,japan is too good i dont want to go back to australia 
4, i still waiting for your album to come out soon here in my country i cant waiiit 
0,i need someone to talk to but my phone died can someone im me 
0,just dropped my laptop bent the plug and has a crack in it 
0,i m going to bed just watched you me and depree funny movie and i am sad that the ap tour is over what an amazing tour it was to 
4,just played for my mom in the car big hit success 
4,today is warm and sunny day 
4,morning all do i have a time team fest or go out i ll let the weather decide fyi it looks like rain 
0, i feel sickkkkk chemistry is killing me i can t do it anymoreee 
4, i hear you it pisses me off haha 
0, wtf you seriously had to tweet that haha you suck 
4,whooo hoo roger finally won on clay 
0,anyone have any pepto i can borrow blehh 
4, you mean you are going to breath less 
4, oh and i m seeing you guys twice in july cos you are seriously amazing i may bring my little sister again to one show 
0,off to work 
4,watching pulp fiction for the th time 
0,i wake up hrs before i have to be at mikes but urs is earlier
4, oh yeah you can absolutely use any of my pics it s all about sharing 
0,i slept on my neck wrong i cant turn my head to the right 
4,justin bieber one time you have to lister to it its soooo gooooddd hes the next superstar 
0,aw man i was suppose to go midnight bowling but now i m not 
0, morning me over slept this morning 
0, is that in reference to j k that was a painful sad episode to watch 
4, lmao you can always take sissy to the store 
4, ahh i think i need to do the same get better 
0,bryns shaking like an earthquake cos of this stupid storm 
0,can t believe the real housewives of nj finale is tomorrow also nyc prep looks ridiculous i hate rich kids 
0, howdy your avatar ain t working at all now 
0,no matter how hard i try things will never ever be the same 
0,time to hit the bed boxing made me tired and my arms are sore 
0,have to work this arvo 
0,sincerely hopes that tomorrow is better bad days suck not fair frustrated sad all things lame 
4,cried like a baby at grad b fast getting ready going to char s grad party relay for life miranda s grad party on sunday hit me up 
4, retro bot a user entry at the botcon collector s club freaking awesome 
4,my guy says i have a problem speaking of always checking for twitter updates pppfffttt yea right 
4,just had a great conversation thanks malachi
4, hehe when are you on next you always add something fun to the show 
4,just putting the word out my cousin is a tattoo artist so let me know if you or someone you know wants a good one for cheap 
4, last time i cant watch a bunch of tokiohotel vids thanks to youtube country restrictions now i can happy squeeee 
4, lol speaking of kate hudson i just watched fools gold 
0,it s raining cats and dogs and the forecast does not look much brighter 
0, burgers changes their burger to go format adds new burgers and more to their menu s last day is monday 
4, hey sal good to hear from you and thanks for being along for the tweet ride 
4,got to go see live with my boyfriend then slept in my moms classroom because she was in charge of a night long class moneymaking scheme 
0,spent afternoon with mother in the hospital she went in yesterday with kidney and pancreas problems better today but will stay awhile 
0,one of the best dabce recitals i have ever seen dying in this heat 
0, tom you never reply me oh god u are my hero you know i love you i miss your voice in argentina 
0, i am having a hard time getting the podcasts to sync to my ipod 
4, daang that blows well im still going and i may possibly rub it in your face 
4, its cause im here 
0,q i don t have venganza i will have to definitely agree with jaws mcrchat
0, my bad it was happenin lux and layla sorry i m late
4, last time someone complained re their bladder a marathon meeting i recommended depends 
0,my mini me keeps trying to pull off my dress i think she s a little embarrassed 
0,miss school lol tomorrow horrible day exams 
0,is super sick but cant rest at all 
4, awh is that your son hope you have lots of fun 
4, last exes were scots i ll take the guys in kilts lulu can have the gingers we ll gift others to friends 
4, i think you are in the same hotel as with big foot you should look for rest of the body 
0,wants go out nite but no sitter xxxx
4, is on the radio 
4,just got home omg people loved concert yey if you have not seen it you should i still have lots of thursday 
0,dammit tomorrow is monday already 
0, tom are you there plase say helllo to brazil 
4, have a fun one 
4, thank you 
0,i am a jayz fan but this is the first song i didn t like 
4,i can t wait until tomorrow breakfast car riding massages good food and booooze wit good company 
0,i feel like poop i just want the day to be over 
0,oww my cornrows r starting to hurt i think i ll take em out
4,won the last one too buy in ship it i m on a roll out playing super nova elite s loving it 
0, awwwwwww poor grant looks cool tho 
0,my banana snapped and fell on the floor 
0, your is in my thoughts and prayers i hate it when that happens so depressing 
0, yeah everyone seemed to suck just a bit outside of brandon nothing memorable 
4, thanks janine have a lovely weekend 
4,my bb has just fallen for the th time fortunately it s still ok 
4, cristina s court nominated for second emmy hooray 
0, no unfortunately not i would go but i m assuming i d have to pay to get in and all that shit and i m not signing for anyone 
4, ye im a later in the day type of guy 
0,sigh have spent the entire weekend indoors j is painting and i m supposed to be unpacking boxes looks so nice outside 
4,download movie scarface cool movie
0, sorry i need to work eventhough i don t want to 
0, yeah but you leave today right i gots no reason to be up 
0,sore throat blocked nose cold what i go to school for 
0,slush finished for the day now off to work 
4, thats good ok one more q i heard abt free medical care school funds for children house call of doc free of charge 
0,time line pages the poor patient 
0,at lucy mae come drown the playoff blues 
0,need the rest of my family back 
4, so completely lurrrved him in chips when i was younger 
0,its hot in my room i can t sleep 
4,boys club with caedmon this morning first trip to krispy kreme i don t think it will be our last 
4, thats a bit forward but ok anything to help the needy 
4, it will be my pleasure fair lady 
4, hello if you don t mind me asking when is the video coming out love the songs the best at a party xd
0, enjoy it i don t have enough time to see movies sometimes university sucks spend a good time in chile argentina miss you 
4, well im waiting for the greedy people in ma house to leave so i can cook something for me to eat lol
4, poor girl i ve had half a pot and triple shot latte already would be going through dt if i didn t hang tough 
4,cant wait for forza to come out 
0,damn the sunshines gone 
0,i spray painted my planets for my science proj today got it everywhere and the blue paint is still in my hands and feet 
4, i can t wait to see pics of u tearing it up outfits choreo vocal i can t wait lol u gotta send me a super ci shirt 
0,science exam tomorrow 
0, aww that s no good anyway in case i forget or the day s over when i m next on twitter happy birthday for tomorrow 
0, the problem is the flight costs on convenient dates early august are huge and i really really wanna see the giger museum 
4, you re too kind we ll have to hook up for coffee 
4,i can t decide if happy from sik or sidhu from c c was funnier i think i m gonna be partial to happy because of the whole punjabi thing 
4,is having fun with iron on letters at am on a saturday morning sad life 
0,going to the mall yet again 
0, i ve been jailed too we must be too talkative i thought that was the whole idea though get people talking rolls eyes 
4, hahaha that was super creepy thanks 
4, erm i did on saturday but had work today shall try and make the most and do some tanning tomorrow 
0,sad eh ill get the fuck over it 
0, tisha would you believe it if i told you i have not experienced degrees is nearly four years 
4,this is a message okay i am feeling the need to jump up and down in black flip flops 
4, jo hugs thanks i just wish i had infinite time to do this stuff all the time you know ah i love the original sm 
4, well thank you kevin 
0,is going to be under the hairdryer a long time 
0,well i was hoping to make the new app ironpython compatible too oh well 
4,at chili s with the graduate 
0, mommy me hungy and tired
0,i want those giant studded clutch so much 
0, cool missing you both loads 
4, thanks 
4, the voices are too loud to let the music play in my head thus the mp player 
0, lol when i went to buy my new laptop in feb i already knew lol but i looked anyway and walked away sadfaced 
4, hey my name is maddie and i just wanted to say that ur music is awesome and i may come see you guys on june 
0, evil exists just read the daily paper for proof of that 
0, nooo seriously i just went and told hugh this and we are both upset so sorry and i would have tweeted it more for you 
4, bless him growing up before your very eyes broken laptop mended external drive dead i m great feeling really happy you 
0,locked out of facebook 
4, ooo shall join you in coercing er persuading nph to join twitter 
4, i ve twittered justin before and he d reply on air lol 
0, i hope she recovers soon 
0,mrnin people bad sunny monday dnt feel like speaking to the new masters batch at sicsr today in this weather 
0,is watching edf energy cut someones electric supply off and is a little phased by it 
4,can t knock the hustle sippin remy on the rockz goooodniite love mufffins lol
4, i am marrying you not just planning it silly i wouldn t have this ring finger tattoo if i wasn t i do keep my word 
0,its all over no more high school 
0,aah i need people to follow me i feel so normal 
4,get paid to use twitter 
4,oooohh i liiiiike thanks for the followwww 
4,jus left cracker barrel now im jus out n abt 
4, you dont eat that sort of pizza do you 
0,oh gawd thats right dungy retired from the colts i ll miss him he was a great h coach
0, i cant see ur bg ur twitter replies covers it twit pic it
4, improvising 
4,oleyyyyy at the end i solve the problem 
4,a house is not a home without a pug in it 
4, finally u come 
0, i didnt know either 
0,i think i have a stomach virus make it stop 
4,wow i had a ton of lego as a kid some of it is still in my aunt s basement 
4, about one more hour i was only here for a few very fast four days back in june though we ll get a proper party going 
4, congrats scott what car did u get 
0,is really bored 
0,missing hubby can t wait till he gets home 
0,oh joe that was lame 
0,beach this morning bbq this afternoon back to school work morro 
4,how many lightbulbs are sold in the usa each year answer in minutes valuable prizes would be a good thing 
0,just come from dentist two stitches and pain i want to cry 
4, however yvonne may be a little ahead 
4,ready for summer to be here 
4,i have a crush on conan o brien he s a cutie 
0, break a leg tonight im bummed i cant make it 
0, eeeeew there goes a dollar 
0, it made me sad too that means no more albums 
0,morning everybody my laptop was kinda gay this morning so i didn t get a chance to tweet but now it s all good 
0, i yeah i cried the day we got back from the m g in michigan pathetic 
0,medium i don t want anyone to die or leave 
0, don t make fun of a concerned friend 
4, headed to shades state park not exotic but first camping trip for the big guy 
0, he didn t ask for your hat did he nah you wouldn t do that to me would ya hmmmm
0,i feel so left out not having an iphone there s no such thing as a update for a htc touchpro 
0,i wish i had a pickle 
4, tell me what s the problem 
0,and i still have a sock to finish start the second sock on another pair and finish my sweater 
0,terminator meh very dissapointed some good action etc and an interesting cameo by arnie but so much potential squandered 
0,drinkin isn t helping my headache go away 
4, i plan on seeing it tonight i have not seen a good horror movie in ages thanks for your opinion on it 
4,says good morning nice and sunny this morning 
4, chips talking with friends 
4, hope you can post soon good luck with your grades best wishes 
0,omgosh it s degrees and i m sweating and miserable what am i gonna do when i visit the atx need ac need ac 
4,and now i m really going to sleep one day left goodnight everyone 
4, hopefully they kick ass like they did testedat 
0,tie go e password smiley sad face that comment makes me sad mad 
0,would have loved to go to launch cocktail tonight 
0,wishing i had a bike to get to work today 
0,just came back from the hospital uuuuggghh i m siiiick 
4,strong winds lightning smashing doors and heavy rains on the way for sure if you re in cochin and outside better hurry up 
4,up was very good kinda long for a year old but she enjoyed it now at chili s w the fam watching the game fajitas on deck yummers 
4,woke up in a very good mood today 
0,today i made some pancakes miiam xx and i roasted the finger it hurts but it s ok xx
0,headache slowly getting worse wth day is over should be better still thinking of heading downtown or for a run in the crazy heat 
4, they don t have the majesty of sheep though 
4, refurbished one careful owner media labs europe 
0,has to get ready later 
4, you re welcome it was an awesome experience 
0,another sunday at work 
4,loving flight of the conchords man ho
4,watching rove yay love rove 
4, i could try and help moderate if you have stuff you want to post i mean i m sure it would be a temp fix but i m offering 
0,up way early feeling the after effects of the car accident i miss my car 
0,you guys are horrible i can t eat any of that stuff 
4, hello i hate to bother you but i was wondering if mcfly is ever coming to the us they are my favorite band and 
4,hello twechelons thanks eleni 
0,it shud be illegal make fake pages pretending be somebody else ugh i hate distances 
4,time is an illusion and all time is now you ready to have some fun i thought so read ariel s full article 
0,bummed islands in laguna woods is closed another casualty off to tgif with the fam for a burger gonna miss my maui burger 
0,i feel way taken advantage of 
0, oh really well im doing that and job hunting smh i was born into the wrong life apple 
4, did he say anything from your outburst on facebook im sad xxxx
0, aw that sucks i used to get ear infections all the time 
0,i thought to watch a movie tonight but no it s sports on the screen again 
0, crumbs why are you so often the purveyor of mini obits what a shame 
4,i watched star trek again be jealous 
4, long story man ill tell u one day when we have more time to talk 
4,hi everyone 
4,in school dunno why the nurse is letting me sleep though which is really nice of her 
4,flipping awesome conan i might start watching the tonight show again 
4,they are so damn funny i love them poking 
4,lying on the sofa with my adorable greyhound tango 
0,where is the hot weather in la no tanning for me 
4,has got to go back to her shitty lesson all i wanna do is listen to mcfly all day long yipeeeeeeeeeee 
4, please come to argentina again haha beautiful pic 
0, i saw you today babe and you should really do something to your hair oh yes thank you i might have to see a doc tmrr 
0,this was an unproductive day gym tomorrow morning 
4,having a bonding moment with my little sister 
4, i love that song 
4, got a butt call for you today surprised nique who handed me the phone only to hear your butt and little else 
0,man found a small dent and scuffs on my car i think the car wash did it cuz that s about all i ve gone to my poor green element 
0, don t worry about it you have to have had friends before st may to qualify 
4, get any swimming in this week i was able to last evening 
4,went to the mall got some shorts a couple shirts and a belt and a necklace 
0,my yahoo pipes date filter should be working 
4, so just d like to say that i m a huge fan of you saw some of your movies and loved it 
4, thats why im watching it 
4,just helped a friend get a blackberry lots of questions coming 
4,i need to broaden my horizons escape to the unknown let my pretty wings spread 
4,tonight s a goooood night finally 
0,hey people im on the bus going to my baseball game degrees out here 
4, i love it it is so sweet kisses you 
0, ummm said it wasn t poppin i woulda came back 
0,havng a splitting headache loads of wrk do as i was not in off yest n along wid all of dis i really wanna go meet family
0,ran miles today slow but i did it now school 
0,just got back from moving more stuff now doing more pre party work so tired totally not following doctor s orders 
0,my fingers and toes are all wrinkly from the bath 
4,get in diversity feckin awesome better book them for my wedding 
4,who else loves the song fairytale by i know i do lol i have a secret love affair w music shh dont tell my bf haha 
4,camping was a blast now i have a week of school to look forward to and then prom
4, will spread the pic well i ll try its a great pic thnx for sending it to me 
0,just got back from a garage sale sold few things made good money but my bald head got burned 
4, good morning everyone i m up bright and early i was busy as hell ifinally got some real sleep m straight for now 
4,raining thanks god i truly need it it will a cooling night to sleep wee 
0,is very lonely already 
0,its wrong to feel sick on a day like this 
0, and i just got home what a fuking shame no partying tomorrow 
4,i am sorry i haven t joined in discussions but this is important to me to finish this ms 
4, so what are ya up to 
0,i have a gammy eye this morning 
0,skys not working dad better have it fixed by or i ll have to wait til sunday 
4,check out the band the hush sound they r my favorite 
0, oh definitely he wont write any with any other character now shame 
0,no wonder this cucumber water was on clearance at target blegh i m disappointed 
0, ok now i guess i better go watch drag me to hell i still havent even seen terminator salvation though 
4,borrowed bioinformatics for dummies also oh the insanity fb
4, be sure to say how it turns out i m all kinds of curious 
